Filename|Size|ZIP File
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-19 at 8.20.40 PM.png|61149|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-19 at 8.39.59 PM.png|54272|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-19 at 8.42.28 PM.png|59705|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-20 at 10.30.38 PM.png|135004|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-20 at 2.30.10 PM.png|67783|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-20 at 2.35.05 PM.png|58359|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-20 at 7.48.29 PM.png|69185|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-21 at 12.44.51 PM.png|54984|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-21 at 7.48.15 PM.png|67542|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-21 at 8.33.15 PM.png|101586|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-21 at 9.21.44 PM.png|56766|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-22 at 7.40.15 PM.png|83948|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 10.31.05 PM.png|91125|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 10.33.35 PM.png|56826|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 3.55.48 PM.png|145531|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 3.59.58 PM.png|87569|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 4.01.51 PM (2).png|251835|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 4.01.51 PM.png|267272|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 4.01.53 PM.png|78020|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 4.04.23 PM.png|85528|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 8.30.37 PM.png|92939|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 8.59.41 PM.png|113697|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 9.22.09 PM.png|78581|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-24 at 9.34.17 PM.png|50295|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-25 at 11.35.27 AM.png|53945|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-25 at 11.42.04 AM.png|58564|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-25 at 11.53.45 AM.png|61341|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-25 at 11.57.20 AM.png|122198|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-25 at 12.04.36 AM (2).png|572162|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-25 at 12.04.36 AM.png|208700|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-25 at 12.04.38 AM.png|81870|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-26 at 10.56.15 PM.png|131170|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-26 at 10.57.03 PM.png|144681|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-26 at 4.17.14 PM (2).png|272949|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-26 at 4.17.14 PM.png|234151|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-26 at 4.17.15 PM.png|60298|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-26 at 4.22.42 PM.png|120458|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-26 at 4.39.25 PM.png|112800|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-28 at 2.57.06 PM.png|90886|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-28 at 2.58.26 PM.png|333212|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-28 at 3.20.32 PM (2).png|216009|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-28 at 3.20.32 PM.png|211955|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-28 at 3.20.34 PM.png|86890|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-28 at 3.22.04 PM.png|64606|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
/Users/wkotzan/Development/gem-development/zip-chunks/spec/file-fixtures/Subfolder 2/Screen Shot 2014-04-29 at 1.29.51 PM.png|58761|/Users/wkotzan/Development/gem-development/zip-chunks/output/fixtures_2.zip
